Unnamed: 0,Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Home Team Initials,Away Team Initials,Score,GoalDifference,HomeWin
458,1990,01 Jul 1990 - 17:00 ,Quarter-finals,Giuseppe Meazza,Milan ,Germany FR,1.0,0.0,Czechoslovakia, ,73347.0,1.0,0.0,FRG,TCH,1.0 - 0.0,1.0,True
459,1990,01 Jul 1990 - 21:00 ,Quarter-finals,San Paolo,Naples ,England,3.0,2.0,Cameroon,England win after extra time ,55205.0,0.0,0.0,ENG,CMR,3.0 - 2.0,1.0,True
460,1990,03 Jul 1990 - 20:00 ,Semi-finals,San Paolo,Naples ,Italy,1.0,1.0,Argentina, win on penalties (3 - 4) ,59978.0,0.0,0.0,ITA,ARG,1.0 - 1.0,0.0,False
461,1990,04 Jul 1990 - 20:00 ,Semi-finals,Stadio delle Alpi,Turin ,Germany FR,1.0,1.0,England, win on penalties (4 - 3) ,62628.0,0.0,0.0,FRG,ENG,1.0 - 1.0,0.0,False
462,1990,07 Jul 1990 - 20:00 ,Match for third place,Stadio San Nicola,Bari ,Italy,2.0,1.0,England, ,51426.0,0.0,0.0,ITA,ENG,2.0 - 1.0,1.0,True
463,1990,08 Jul 1990 - 20:00 ,Final,Stadio Olimpico,Rome ,Germany FR,1.0,0.0,Argentina, ,73603.0,0.0,0.0,FRG,ARG,1.0 - 0.0,1.0,True
464,1994,17 Jun 1994 - 19:30 ,Group C,Cotton Bowl,Dallas ,Spain,2.0,2.0,Korea Republic, ,56247.0,0.0,0.0,ESP,KOR,2.0 - 2.0,0.0,False
465,1994,17 Jun 1994 - 15:00 ,Group C,Soldier Field,Chicago ,Germany,1.0,0.0,Bolivia, ,63117.0,0.0,0.0,GER,BOL,1.0 - 0.0,1.0,True
466,1994,18 Jun 1994 - 11:30 ,Group A,Pontiac Silverdome,Detroit ,USA,1.0,1.0,Switzerland, ,73425.0,1.0,1.0,USA,SUI,1.0 - 1.0,0.0,False
467,1994,18 Jun 1994 - 16:00 ,Group E,Giants Stadium,New York/New Jersey ,Italy,0.0,1.0,"rn"">Republic of Ireland", ,75338.0,0.0,1.0,ITA,IRL,0.0 - 1.0,1.0,False
468,1994,18 Jun 1994 - 19:30 ,Group A,Rose Bowl,Los Angeles ,Colombia,1.0,3.0,Romania, ,91856.0,1.0,2.0,COL,ROU,1.0 - 3.0,2.0,False
469,1994,19 Jun 1994 - 12:30 ,Group F,Citrus Bowl,Orlando ,Belgium,1.0,0.0,Morocco, ,61219.0,1.0,0.0,BEL,MAR,1.0 - 0.0,1.0,True
470,1994,19 Jun 1994 - 16:00 ,Group E,RFK Stadium,Washington Dc ,Norway,1.0,0.0,Mexico, ,52395.0,0.0,0.0,NOR,MEX,1.0 - 0.0,1.0,True
471,1994,19 Jun 1994 - 19:30 ,Group B,Rose Bowl,Los Angeles ,Cameroon,2.0,2.0,Sweden, ,93194.0,1.0,1.0,CMR,SWE,2.0 - 2.0,0.0,False
472,1994,20 Jun 1994 - 19:30 ,Group F,RFK Stadium,Washington Dc ,Netherlands,2.0,1.0,Saudi Arabia, ,50535.0,0.0,1.0,NED,KSA,2.0 - 1.0,1.0,True
473,1994,20 Jun 1994 - 16:00 ,Group B,Stanford Stadium,San Francisco ,Brazil,2.0,0.0,Russia, ,81061.0,1.0,0.0,BRA,RUS,2.0 - 0.0,2.0,True
474,1994,21 Jun 1994 - 12:30 ,Group D,Foxboro Stadium,Boston ,Argentina,4.0,0.0,Greece, ,54456.0,2.0,0.0,ARG,GRE,4.0 - 0.0,4.0,True
475,1994,21 Jun 1994 - 19:30 ,Group D,Cotton Bowl,Dallas ,Nigeria,3.0,0.0,Bulgaria, ,44132.0,2.0,0.0,NGA,BUL,3.0 - 0.0,3.0,True
476,1994,21 Jun 1994 - 16:00 ,Group C,Soldier Field,Chicago ,Germany,1.0,1.0,Spain, ,63113.0,0.0,1.0,GER,ESP,1.0 - 1.0,0.0,False
477,1994,22 Jun 1994 - 16:00 ,Group A,Pontiac Silverdome,Detroit ,Romania,1.0,4.0,Switzerland, ,61428.0,1.0,1.0,ROU,SUI,1.0 - 4.0,3.0,False
478,1994,22 Jun 1994 - 19:30 ,Group A,Rose Bowl,Los Angeles ,USA,2.0,1.0,Colombia, ,93869.0,1.0,0.0,USA,COL,2.0 - 1.0,1.0,True
479,1994,23 Jun 1994 - 16:00 ,Group E,Giants Stadium,New York/New Jersey ,Italy,1.0,0.0,Norway, ,74624.0,0.0,0.0,ITA,NOR,1.0 - 0.0,1.0,True
480,1994,23 Jun 1994 - 19:30 ,Group C,Foxboro Stadium,Boston ,Korea Republic,0.0,0.0,Bolivia, ,54453.0,0.0,0.0,KOR,BOL,0.0 - 0.0,0.0,False
481,1994,24 Jun 1994 - 12:30 ,Group E,Citrus Bowl,Orlando ,Mexico,2.0,1.0,"rn"">Republic of Ireland", ,60790.0,1.0,0.0,MEX,IRL,2.0 - 1.0,1.0,True
482,1994,24 Jun 1994 - 19:30 ,Group B,Pontiac Silverdome,Detroit ,Sweden,3.0,1.0,Russia, ,71528.0,1.0,1.0,SWE,RUS,3.0 - 1.0,2.0,True
483,1994,24 Jun 1994 - 16:00 ,Group B,Stanford Stadium,San Francisco ,Brazil,3.0,0.0,Cameroon, ,83401.0,1.0,0.0,BRA,CMR,3.0 - 0.0,3.0,True
484,1994,25 Jun 1994 - 12:30 ,Group F,Citrus Bowl,Orlando ,Belgium,1.0,0.0,Netherlands, ,62387.0,0.0,0.0,BEL,NED,1.0 - 0.0,1.0,True
485,1994,25 Jun 1994 - 12:30 ,Group F,Giants Stadium,New York/New Jersey ,Saudi Arabia,2.0,1.0,Morocco, ,76322.0,2.0,1.0,KSA,MAR,2.0 - 1.0,1.0,True
486,1994,25 Jun 1994 - 16:00 ,Group D,Foxboro Stadium,Boston ,Argentina,2.0,1.0,Nigeria, ,54453.0,2.0,1.0,ARG,NGA,2.0 - 1.0,1.0,True
487,1994,26 Jun 1994 - 12:30 ,Group D,Soldier Field,Chicago ,Bulgaria,4.0,0.0,Greece, ,63160.0,1.0,0.0,BUL,GRE,4.0 - 0.0,4.0,True
488,1994,26 Jun 1994 - 16:00 ,Group A,Rose Bowl,Los Angeles ,USA,0.0,1.0,Romania, ,93869.0,0.0,1.0,USA,ROU,0.0 - 1.0,1.0,False
489,1994,26 Jun 1994 - 16:00 ,Group A,Stanford Stadium,San Francisco ,Switzerland,0.0,2.0,Colombia, ,83401.0,0.0,1.0,SUI,COL,0.0 - 2.0,2.0,False
490,1994,27 Jun 1994 - 16:00 ,Group C,Cotton Bowl,Dallas ,Germany,3.0,2.0,Korea Republic, ,63998.0,3.0,0.0,GER,KOR,3.0 - 2.0,1.0,True
491,1994,27 Jun 1994 - 16:00 ,Group C,Soldier Field,Chicago ,Bolivia,1.0,3.0,Spain, ,63089.0,0.0,1.0,BOL,ESP,1.0 - 3.0,2.0,False
492,1994,28 Jun 1994 - 12:30 ,Group E,Giants Stadium,New York/New Jersey ,"rn"">Republic of Ireland",0.0,0.0,Norway, ,72404.0,0.0,0.0,IRL,NOR,0.0 - 0.0,0.0,False
493,1994,28 Jun 1994 - 16:00 ,Group B,Pontiac Silverdome,Detroit ,Brazil,1.0,1.0,Sweden, ,77217.0,0.0,1.0,BRA,SWE,1.0 - 1.0,0.0,False
494,1994,28 Jun 1994 - 12:30 ,Group E,RFK Stadium,Washington Dc ,Italy,1.0,1.0,Mexico, ,52535.0,0.0,0.0,ITA,MEX,1.0 - 1.0,0.0,False
495,1994,28 Jun 1994 - 16:00 ,Group B,Stanford Stadium,San Francisco ,Russia,6.0,1.0,Cameroon, ,74914.0,3.0,0.0,RUS,CMR,6.0 - 1.0,5.0,True
496,1994,29 Jun 1994 - 12:30 ,Group F,Citrus Bowl,Orlando ,Morocco,1.0,2.0,Netherlands, ,60578.0,0.0,1.0,MAR,NED,1.0 - 2.0,1.0,False
497,1994,29 Jun 1994 - 12:30 ,Group F,RFK Stadium,Washington Dc ,Belgium,0.0,1.0,Saudi Arabia, ,52959.0,0.0,1.0,BEL,KSA,0.0 - 1.0,1.0,False
498,1994,30 Jun 1994 - 19:30 ,Group D,Foxboro Stadium,Boston ,Greece,0.0,2.0,Nigeria, ,53001.0,0.0,1.0,GRE,NGA,0.0 - 2.0,2.0,False
499,1994,30 Jun 1994 - 19:30 ,Group D,Cotton Bowl,Dallas ,Argentina,0.0,2.0,Bulgaria, ,63998.0,0.0,0.0,ARG,BUL,0.0 - 2.0,2.0,False
500,1994,02 Jul 1994 - 12:00 ,Round of 16,Soldier Field,Chicago ,Germany,3.0,2.0,Belgium, ,60246.0,3.0,1.0,GER,BEL,3.0 - 2.0,1.0,True
501,1994,02 Jul 1994 - 16:30 ,Round of 16,RFK Stadium,Washington Dc ,Spain,3.0,0.0,Switzerland, ,53121.0,1.0,0.0,ESP,SUI,3.0 - 0.0,3.0,True
502,1994,03 Jul 1994 - 12:00 ,Round of 16,Cotton Bowl,Dallas ,Saudi Arabia,1.0,3.0,Sweden, ,60277.0,0.0,1.0,KSA,SWE,1.0 - 3.0,2.0,False
503,1994,03 Jul 1994 - 13:30 ,Round of 16,Rose Bowl,Los Angeles ,Romania,3.0,2.0,Argentina, ,90469.0,2.0,1.0,ROU,ARG,3.0 - 2.0,1.0,True
504,1994,04 Jul 1994 - 12:00 ,Round of 16,Citrus Bowl,Orlando ,Netherlands,2.0,0.0,"rn"">Republic of Ireland", ,61355.0,2.0,0.0,NED,IRL,2.0 - 0.0,2.0,True
505,1994,04 Jul 1994 - 12:30 ,Round of 16,Stanford Stadium,San Francisco ,Brazil,1.0,0.0,USA, ,84147.0,0.0,0.0,BRA,USA,1.0 - 0.0,1.0,True
506,1994,05 Jul 1994 - 13:00 ,Round of 16,Foxboro Stadium,Boston ,Nigeria,1.0,2.0,Italy,Italy win after extra time ,54367.0,0.0,0.0,NGA,ITA,1.0 - 2.0,1.0,False
507,1994,05 Jul 1994 - 16:30 ,Round of 16,Giants Stadium,New York/New Jersey ,Mexico,1.0,1.0,Bulgaria,Bulgaria win on penalties (1 - 3) ,71030.0,0.0,0.0,MEX,BUL,1.0 - 1.0,0.0,False
508,1994,09 Jul 1994 - 12:00 ,Quarter-finals,Foxboro Stadium,Boston ,Italy,2.0,1.0,Spain, ,53400.0,1.0,0.0,ITA,ESP,2.0 - 1.0,1.0,True
509,1994,09 Jul 1994 - 14:30 ,Quarter-finals,Cotton Bowl,Dallas ,Netherlands,2.0,3.0,Brazil, ,63500.0,0.0,0.0,NED,BRA,2.0 - 3.0,1.0,False
510,1994,10 Jul 1994 - 12:00 ,Quarter-finals,Giants Stadium,New York/New Jersey ,Bulgaria,2.0,1.0,Germany, ,72000.0,0.0,0.0,BUL,GER,2.0 - 1.0,1.0,True
511,1994,10 Jul 1994 - 12:30 ,Quarter-finals,Stanford Stadium,San Francisco ,Romania,2.0,2.0,Sweden,Sweden win on penalties (4 - 5) ,83500.0,0.0,0.0,ROU,SWE,2.0 - 2.0,0.0,False
512,1994,13 Jul 1994 - 16:00 ,Semi-finals,Giants Stadium,New York/New Jersey ,Bulgaria,1.0,2.0,Italy, ,74110.0,1.0,2.0,BUL,ITA,1.0 - 2.0,1.0,False
513,1994,13 Jul 1994 - 16:30 ,Semi-finals,Rose Bowl,Los Angeles ,Sweden,0.0,1.0,Brazil, ,91856.0,0.0,0.0,SWE,BRA,0.0 - 1.0,1.0,False
514,1994,16 Jul 1994 - 12:30 ,Match for third place,Rose Bowl,Los Angeles ,Sweden,4.0,0.0,Bulgaria, ,91500.0,4.0,0.0,SWE,BUL,4.0 - 0.0,4.0,True
515,1994,17 Jul 1994 - 12:30 ,Final,Rose Bowl,Los Angeles ,Brazil,0.0,0.0,Italy,Brazil win on penalties (3 - 2) ,94194.0,0.0,0.0,BRA,ITA,0.0 - 0.0,0.0,False
516,1998,10 Jun 1998 - 17:30 ,Group A,Stade de France,Saint-Denis ,Brazil,2.0,1.0,Scotland, ,80000.0,1.0,1.0,BRA,SCO,2.0 - 1.0,1.0,True
517,1998,10 Jun 1998 - 21:00 ,Group A,La Mosson,Montpellier ,Morocco,2.0,2.0,Norway, ,29800.0,1.0,1.0,MAR,NOR,2.0 - 2.0,0.0,False
518,1998,11 Jun 1998 - 17:30 ,Group B,Stade du Parc Lescure,Bordeaux ,Italy,2.0,2.0,Chile, ,31800.0,1.0,1.0,ITA,CHI,2.0 - 2.0,0.0,False
519,1998,11 Jun 1998 - 21:00 ,Group B,Stade Municipal,Toulouse ,Cameroon,1.0,1.0,Austria, ,33500.0,0.0,0.0,CMR,AUT,1.0 - 1.0,0.0,False
520,1998,12 Jun 1998 - 14:30 ,Group D,La Mosson,Montpellier ,Paraguay,0.0,0.0,Bulgaria, ,29800.0,0.0,0.0,PAR,BUL,0.0 - 0.0,0.0,False
521,1998,12 Jun 1998 - 17:30 ,Group C,Stade Felix Bollaert,Lens ,Saudi Arabia,0.0,1.0,Denmark, ,38100.0,0.0,0.0,KSA,DEN,0.0 - 1.0,1.0,False
522,1998,12 Jun 1998 - 21:00 ,Group C,Stade V�lodrome,Marseilles ,France,3.0,0.0,South Africa, ,55000.0,1.0,0.0,FRA,RSA,3.0 - 0.0,3.0,True
523,1998,13 Jun 1998 - 14:30 ,Group D,La Beaujoire,Nantes ,Spain,2.0,3.0,Nigeria, ,35500.0,1.0,1.0,ESP,NGA,2.0 - 3.0,1.0,False
524,1998,13 Jun 1998 - 17:30 ,Group E,Stade de Gerland,Lyon ,Korea Republic,1.0,3.0,Mexico, ,39100.0,1.0,0.0,KOR,MEX,1.0 - 3.0,2.0,False
525,1998,13 Jun 1998 - 21:00 ,Group E,Stade de France,Saint-Denis ,Netherlands,0.0,0.0,Belgium, ,77000.0,0.0,0.0,NED,BEL,0.0 - 0.0,0.0,False
526,1998,14 Jun 1998 - 14:30 ,Group H,Stade Municipal,Toulouse ,Argentina,1.0,0.0,Japan, ,33500.0,1.0,0.0,ARG,JPN,1.0 - 0.0,1.0,True
527,1998,14 Jun 1998 - 17:30 ,Group F,Stade Geoffroy Guichard,Saint-Etienne ,Yugoslavia,1.0,0.0,Iran, ,30600.0,0.0,0.0,YUG,IRN,1.0 - 0.0,1.0,True
528,1998,14 Jun 1998 - 21:00 ,Group H,Stade Felix Bollaert,Lens ,Jamaica,1.0,3.0,Croatia, ,38100.0,1.0,1.0,JAM,CRO,1.0 - 3.0,2.0,False
529,1998,15 Jun 1998 - 14:30 ,Group G,Stade V�lodrome,Marseilles ,England,2.0,0.0,Tunisia, ,55000.0,1.0,0.0,ENG,TUN,2.0 - 0.0,2.0,True
530,1998,15 Jun 1998 - 17:30 ,Group G,Stade de Gerland,Lyon ,Romania,1.0,0.0,Colombia, ,39100.0,1.0,0.0,ROU,COL,1.0 - 0.0,1.0,True
531,1998,15 Jun 1998 - 21:00 ,Group F,Parc des Princes,Paris ,Germany,2.0,0.0,USA, ,45500.0,1.0,0.0,GER,USA,2.0 - 0.0,2.0,True
532,1998,16 Jun 1998 - 17:30 ,Group A,Stade du Parc Lescure,Bordeaux ,Scotland,1.0,1.0,Norway, ,31800.0,0.0,0.0,SCO,NOR,1.0 - 1.0,0.0,False
533,1998,16 Jun 1998 - 21:00 ,Group A,La Beaujoire,Nantes ,Brazil,3.0,0.0,Morocco, ,35500.0,2.0,0.0,BRA,MAR,3.0 - 0.0,3.0,True
534,1998,17 Jun 1998 - 17:30 ,Group B,Stade Geoffroy Guichard,Saint-Etienne ,Chile,1.0,1.0,Austria, ,30600.0,0.0,0.0,CHI,AUT,1.0 - 1.0,0.0,False
535,1998,17 Jun 1998 - 21:00 ,Group B,La Mosson,Montpellier ,Italy,3.0,0.0,Cameroon, ,29800.0,1.0,0.0,ITA,CMR,3.0 - 0.0,3.0,True
536,1998,18 Jun 1998 - 17:30 ,Group C,Stade Municipal,Toulouse ,South Africa,1.0,1.0,Denmark, ,33500.0,0.0,1.0,RSA,DEN,1.0 - 1.0,0.0,False
537,1998,18 Jun 1998 - 21:00 ,Group C,Stade de France,Saint-Denis ,France,4.0,0.0,Saudi Arabia, ,80000.0,1.0,0.0,FRA,KSA,4.0 - 0.0,4.0,True
538,1998,19 Jun 1998 - 17:30 ,Group D,Parc des Princes,Paris ,Nigeria,1.0,0.0,Bulgaria, ,45500.0,1.0,0.0,NGA,BUL,1.0 - 0.0,1.0,True
539,1998,19 Jun 1998 - 21:00 ,Group D,Stade Geoffroy Guichard,Saint-Etienne ,Spain,0.0,0.0,Paraguay, ,30600.0,0.0,0.0,ESP,PAR,0.0 - 0.0,0.0,False
540,1998,20 Jun 1998 - 14:30 ,Group H,La Beaujoire,Nantes ,Japan,0.0,1.0,Croatia, ,35500.0,0.0,0.0,JPN,CRO,0.0 - 1.0,1.0,False
541,1998,20 Jun 1998 - 17:30 ,Group E,Stade du Parc Lescure,Bordeaux ,Belgium,2.0,2.0,Mexico, ,31800.0,1.0,0.0,BEL,MEX,2.0 - 2.0,0.0,False
542,1998,20 Jun 1998 - 21:00 ,Group E,Stade V�lodrome,Marseilles ,Netherlands,5.0,0.0,Korea Republic, ,55000.0,2.0,0.0,NED,KOR,5.0 - 0.0,5.0,True
543,1998,21 Jun 1998 - 14:30 ,Group F,Stade Felix Bollaert,Lens ,Germany,2.0,2.0,Yugoslavia, ,38100.0,0.0,1.0,GER,YUG,2.0 - 2.0,0.0,False
544,1998,21 Jun 1998 - 17:30 ,Group H,Parc des Princes,Paris ,Argentina,5.0,0.0,Jamaica, ,45500.0,1.0,0.0,ARG,JAM,5.0 - 0.0,5.0,True
545,1998,21 Jun 1998 - 21:00 ,Group F,Stade de Gerland,Lyon ,USA,1.0,2.0,Iran, ,39100.0,0.0,1.0,USA,IRN,1.0 - 2.0,1.0,False
546,1998,22 Jun 1998 - 17:30 ,Group G,La Mosson,Montpellier ,Colombia,1.0,0.0,Tunisia, ,29800.0,0.0,0.0,COL,TUN,1.0 - 0.0,1.0,True
547,1998,22 Jun 1998 - 21:00 ,Group G,Stade Municipal,Toulouse ,Romania,2.0,1.0,England, ,33500.0,0.0,0.0,ROU,ENG,2.0 - 1.0,1.0,True
548,1998,23 Jun 1998 - 16:00 ,Group B,Stade de France,Saint-Denis ,Italy,2.0,1.0,Austria, ,80000.0,0.0,0.0,ITA,AUT,2.0 - 1.0,1.0,True
549,1998,23 Jun 1998 - 16:00 ,Group B,La Beaujoire,Nantes ,Chile,1.0,1.0,Cameroon, ,35500.0,1.0,0.0,CHI,CMR,1.0 - 1.0,0.0,False
550,1998,23 Jun 1998 - 21:00 ,Group A,Stade Geoffroy Guichard,Saint-Etienne ,Scotland,0.0,3.0,Morocco, ,30600.0,0.0,1.0,SCO,MAR,0.0 - 3.0,3.0,False
551,1998,23 Jun 1998 - 21:00 ,Group A,Stade V�lodrome,Marseilles ,Brazil,1.0,2.0,Norway, ,55000.0,0.0,0.0,BRA,NOR,1.0 - 2.0,1.0,False
552,1998,24 Jun 1998 - 16:00 ,Group C,Stade de Gerland,Lyon ,France,2.0,1.0,Denmark, ,39100.0,1.0,1.0,FRA,DEN,2.0 - 1.0,1.0,True
553,1998,24 Jun 1998 - 16:00 ,Group C,Stade du Parc Lescure,Bordeaux ,South Africa,2.0,2.0,Saudi Arabia, ,31800.0,1.0,1.0,RSA,KSA,2.0 - 2.0,0.0,False
554,1998,24 Jun 1998 - 21:00 ,Group D,Stade Felix Bollaert,Lens ,Spain,6.0,1.0,Bulgaria, ,38100.0,2.0,0.0,ESP,BUL,6.0 - 1.0,5.0,True
555,1998,24 Jun 1998 - 21:00 ,Group D,Stade Municipal,Toulouse ,Nigeria,1.0,3.0,Paraguay, ,33500.0,1.0,1.0,NGA,PAR,1.0 - 3.0,2.0,False
556,1998,25 Jun 1998 - 16:00 ,Group E,Parc des Princes,Paris ,Belgium,1.0,1.0,Korea Republic, ,45500.0,1.0,0.0,BEL,KOR,1.0 - 1.0,0.0,False
557,1998,25 Jun 1998 - 16:00 ,Group E,Stade Geoffroy Guichard,Saint-Etienne ,Netherlands,2.0,2.0,Mexico, ,30600.0,2.0,0.0,NED,MEX,2.0 - 2.0,0.0,False
558,1998,25 Jun 1998 - 21:00 ,Group F,La Mosson,Montpellier ,Germany,2.0,0.0,Iran, ,29800.0,0.0,0.0,GER,IRN,2.0 - 0.0,2.0,True
559,1998,25 Jun 1998 - 21:00 ,Group F,La Beaujoire,Nantes ,USA,0.0,1.0,Yugoslavia, ,35500.0,0.0,1.0,USA,YUG,0.0 - 1.0,1.0,False
560,1998,26 Jun 1998 - 16:00 ,Group H,Stade de Gerland,Lyon ,Japan,1.0,2.0,Jamaica, ,39100.0,0.0,1.0,JPN,JAM,1.0 - 2.0,1.0,False
561,1998,26 Jun 1998 - 16:00 ,Group H,Stade du Parc Lescure,Bordeaux ,Argentina,1.0,0.0,Croatia, ,31800.0,1.0,0.0,ARG,CRO,1.0 - 0.0,1.0,True
562,1998,26 Jun 1998 - 21:00 ,Group G,Stade de France,Saint-Denis ,Romania,1.0,1.0,Tunisia, ,77000.0,0.0,1.0,ROU,TUN,1.0 - 1.0,0.0,False
563,1998,26 Jun 1998 - 21:00 ,Group G,Stade Felix Bollaert,Lens ,Colombia,0.0,2.0,England, ,38100.0,0.0,2.0,COL,ENG,0.0 - 2.0,2.0,False
564,1998,27 Jun 1998 - 16:30 ,Round of 16,Stade V�lodrome,Marseilles ,Italy,1.0,0.0,Norway, ,55000.0,1.0,0.0,ITA,NOR,1.0 - 0.0,1.0,True
565,1998,27 Jun 1998 - 21:00 ,Round of 16,Parc des Princes,Paris ,Brazil,4.0,1.0,Chile, ,45500.0,3.0,0.0,BRA,CHI,4.0 - 1.0,3.0,True
566,1998,28 Jun 1998 - 16:30 ,Round of 16,Stade Felix Bollaert,Lens ,France,1.0,0.0,Paraguay,France win after extra time ,31800.0,0.0,0.0,FRA,PAR,1.0 - 0.0,1.0,True
567,1998,28 Jun 1998 - 21:00 ,Round of 16,Stade de France,Saint-Denis ,Nigeria,1.0,4.0,Denmark, ,77000.0,0.0,2.0,NGA,DEN,1.0 - 4.0,3.0,False
568,1998,29 Jun 1998 - 16:30 ,Round of 16,La Mosson,Montpellier ,Germany,2.0,1.0,Mexico, ,29800.0,0.0,0.0,GER,MEX,2.0 - 1.0,1.0,True
569,1998,29 Jun 1998 - 21:00 ,Round of 16,Stade Municipal,Toulouse ,Netherlands,2.0,1.0,Yugoslavia, ,33500.0,1.0,0.0,NED,YUG,2.0 - 1.0,1.0,True
570,1998,30 Jun 1998 - 16:30 ,Round of 16,Stade du Parc Lescure,Bordeaux ,Romania,0.0,1.0,Croatia, ,31800.0,0.0,1.0,ROU,CRO,0.0 - 1.0,1.0,False
571,1998,30 Jun 1998 - 21:00 ,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2.0,2.0,England,Argentina win on penalties (4 - 3) ,30600.0,0.0,0.0,ARG,ENG,2.0 - 2.0,0.0,False
572,1998,03 Jul 1998 - 16:30 ,Quarter-finals,Stade de France,Saint-Denis ,Italy,0.0,0.0,France,France win on penalties (3 - 4) ,77000.0,0.0,0.0,ITA,FRA,0.0 - 0.0,0.0,False
573,1998,03 Jul 1998 - 21:00 ,Quarter-finals,La Beaujoire,Nantes ,Brazil,3.0,2.0,Denmark, ,35500.0,2.0,1.0,BRA,DEN,3.0 - 2.0,1.0,True
574,1998,04 Jul 1998 - 16:30 ,Quarter-finals,Stade V�lodrome,Marseilles ,Netherlands,2.0,1.0,Argentina, ,55000.0,1.0,1.0,NED,ARG,2.0 - 1.0,1.0,True
575,1998,04 Jul 1998 - 21:00 ,Quarter-finals,Stade de Gerland,Lyon ,Germany,0.0,3.0,Croatia, ,39100.0,0.0,1.0,GER,CRO,0.0 - 3.0,3.0,False
576,1998,07 Jul 1998 - 21:00 ,Semi-finals,Stade V�lodrome,Marseilles ,Brazil,1.0,1.0,Netherlands,Brazil win on penalties (4 - 2) ,54000.0,0.0,0.0,BRA,NED,1.0 - 1.0,0.0,False
577,1998,08 Jul 1998 - 21:00 ,Semi-finals,Stade de France,Saint-Denis ,France,2.0,1.0,Croatia, ,76000.0,0.0,0.0,FRA,CRO,2.0 - 1.0,1.0,True
578,1998,11 Jul 1998 - 21:00 ,Match for third place,Parc des Princes,Paris ,Netherlands,1.0,2.0,Croatia, ,45500.0,1.0,2.0,NED,CRO,1.0 - 2.0,1.0,False
579,1998,12 Jul 1998 - 21:00 ,Final,Stade de France,Saint-Denis ,Brazil,0.0,3.0,France, ,80000.0,0.0,2.0,BRA,FRA,0.0 - 3.0,3.0,False
580,2002,31 May 2002 - 20:30 ,Group A,Seoul World Cup Stadium,Seoul ,France,0.0,1.0,Senegal, ,62561.0,0.0,1.0,FRA,SEN,0.0 - 1.0,1.0,False
581,2002,01 Jun 2002 - 18:00 ,Group A,Munsu Football Stadium,Ulsan ,Uruguay,1.0,2.0,Denmark, ,30157.0,0.0,1.0,URU,DEN,1.0 - 2.0,1.0,False
582,2002,01 Jun 2002 - 15:30 ,Group E,Niigata Stadium Big Swan,Niigata ,"rn"">Republic of Ireland",1.0,1.0,Cameroon, ,33679.0,0.0,1.0,IRL,CMR,1.0 - 1.0,0.0,False
583,2002,01 Jun 2002 - 20:30 ,Group E,Sapporo Dome,Sapporo ,Germany,8.0,0.0,Saudi Arabia, ,32218.0,4.0,0.0,GER,KSA,8.0 - 0.0,8.0,True
584,2002,02 Jun 2002 - 14:30 ,Group F,Kashima Stadium,Ibaraki ,Argentina,1.0,0.0,Nigeria, ,34050.0,0.0,0.0,ARG,NGA,1.0 - 0.0,1.0,True
585,2002,02 Jun 2002 - 16:30 ,Group B,Busan Asiad Main Stadium,Busan ,Paraguay,2.0,2.0,South Africa, ,25186.0,1.0,0.0,PAR,RSA,2.0 - 2.0,0.0,False
586,2002,02 Jun 2002 - 18:30 ,Group F,Saitama Stadium 2002,Saitama ,England,1.0,1.0,Sweden, ,52721.0,1.0,0.0,ENG,SWE,1.0 - 1.0,0.0,False
587,2002,02 Jun 2002 - 20:30 ,Group B,Gwangju World Cup Stadium,Gwangju ,Spain,3.0,1.0,Slovenia, ,28598.0,1.0,0.0,ESP,SVN,3.0 - 1.0,2.0,True
588,2002,03 June 2002 - 18:00 ,Group C,Munsu Football Stadium,Ulsan ,Brazil,2.0,1.0,Turkey, ,33842.0,0.0,1.0,BRA,TUR,2.0 - 1.0,1.0,True
589,2002,03 Jun 2002 - 20:30 ,Group G,Sapporo Dome,Sapporo ,Italy,2.0,0.0,Ecuador, ,31081.0,2.0,0.0,ITA,ECU,2.0 - 0.0,2.0,True
590,2002,03 Jun 2002 - 15:30 ,Group G,Niigata Stadium Big Swan,Niigata ,Croatia,0.0,1.0,Mexico, ,32239.0,0.0,0.0,CRO,MEX,0.0 - 1.0,1.0,False
591,2002,04 June 2002 - 15:30 ,Group C,Gwangju World Cup Stadium,Gwangju ,China PR,0.0,2.0,Costa Rica, ,27217.0,0.0,0.0,CHN,CRC,0.0 - 2.0,2.0,False
592,2002,04 June 2002 - 18:00 ,Group H,Saitama Stadium 2002,Saitama ,Japan,2.0,2.0,Belgium, ,55256.0,0.0,0.0,JPN,BEL,2.0 - 2.0,0.0,False
593,2002,04 Jun 2002 - 20:30 ,Group D,Busan Asiad Main Stadium,Busan ,Korea Republic,2.0,0.0,Poland, ,48760.0,1.0,0.0,KOR,POL,2.0 - 0.0,2.0,True
594,2002,05 Jun 2002 - 15:30 ,Group H,Kobe Wing Stadium,Kobe ,Russia,2.0,0.0,Tunisia, ,30957.0,0.0,0.0,RUS,TUN,2.0 - 0.0,2.0,True
